id,folder,instrument,matchup,N_vs_N,observed,actual_winner,predicted,predicted_ceil,predicted_winner,pcterr,abs_pcterr,domain_class,verdict,flags,arithmetic
NanoMart_100_Vulcanus,NanoMart,nanomart_multicount,InfT6x100 -> InfT6x200,100v200,"[205,207]",defender,16.594346,17,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*0.96)*10.889*0.748/sqrt(100)=28.5919]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(200)=16.5943]
NanoMart_10v10_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT6x10 -> InfT6x10,10v10,"[400,402]",attacker,74.212170,75,defender,,,out_nanomart_multicount_winner_only,FAIL,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.104)*10.889*0.748/sqrt(10)=78.6222]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(10)=74.2122]
NanoMart_1v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,264,attacker,251.457205,252,defender,-4.751059,4.751059,in_nanomart_seoyoon_dealer,FAIL,winner_mismatch,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=266.4]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_1v1_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> LanT1x1,1v1,"[79,81]",attacker,79.518704,80,attacker,-0.601619,0.601619,in_nanomart_seoyoon_dealer,PASS,factorized_K;ceil_exact_or_in_band,att->def [t=22.43*(2*2)*1/(1.022*1*1.104)*1*1/sqrt(1)=79.5187]; def->att [t=83.6605*(4.008*6)*0.88/(4.08*5*1.03333)*1*1/sqrt(1)=83.9869]
NanoMart_1v1_T1InfvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> MMT1x1,1v1,"[7,9]",defender,11.959920,12,defender,49.498995,49.498995,out_vulcanus_dealer_bias_minus6_5,FAIL,,att->def [t=73.16*(6.152*1)*1/(1.022*1*1.104)*1*1/sqrt(1)=398.906]; def->att [t=90.11*(4.008*6)*0.88/(30.86*5*1.03333)*1*1/sqrt(1)=11.9599]
NanoMart_1v1_T1InfvT6Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT6x1,1v1,"[67,69]",defender,76.058820,77,defender,11.851205,11.851205,out_nanomart_nonT1_tier,FAIL,,att->def [t=12.524*(9*11)*1/(1.022*1*1.104)*1*0.748/sqrt(1)=821.977]; def->att [t=12.524*(4.008*6)*0.88/(6.12*6*1.03333)*10.889*1/sqrt(1)=76.0588]
NanoMart_1v1_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,LanT1x1 -> LanT1x1,1v1,30,attacker,25.069552,26,defender,-16.434825,16.434825,out_factorized_K_pm15,FAIL,factorized_K;winner_mismatch,att->def [t=149.833*(2*2)*1/(4.088*5*1.104)*1*1/sqrt(1)=26.5593]; def->att [t=149.833*(2.004*2)*0.88/(4.08*5*1.03333)*1*1/sqrt(1)=25.0696]
NanoMart_1v1_T1LanvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,LanT1x1 -> InfT1x1,1v1,"[79,81]",defender,75.058356,76,defender,-6.177055,6.177055,out_vulcanus_dealer_bias_minus6_5,PASS,factorized_K,att->def [t=83.6605*(4*6)*1/(4.088*5*1.104)*1*1/sqrt(1)=88.9778]; def->att [t=22.43*(2.004*2)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=75.0584]
NanoMart_1v1_T1MMvT1Inf_NoAttackerHero_Vulcanus,NanoMart,nanomart_1v1,MMT1x1 -> InfT1x1,1v1,"[67,69]",attacker,69.550588,70,defender,2.280277,2.280277,out_nanomart_other,FAIL,winner_mismatch,att->def [t=90.11*(4*6)*1/(5.11*5*0.96)*1*1/sqrt(1)=88.1703]; def->att [t=73.16*(1.002*1)*1/(1.02*1*1.03333)*1*1/sqrt(1)=69.5506]
NanoMart_1v1_T1MMvT1Lan_NoAttackerHero_Vulcanus,NanoMart,nanomart_1v1,MMT1x1 -> LanT1x1,1v1,"[19,21]",defender,23.229954,24,defender,16.149768,16.149768,out_vulcanus_dealer_bias_minus6_5,FAIL,factorized_K,att->def [t=167.557*(2*2)*1/(5.11*5*0.96)*1*1/sqrt(1)=27.3251]; def->att [t=488.71*(1.002*1)*1/(4.08*5*1.03333)*1*1/sqrt(1)=23.23]
NanoMart_1v1_T1MMvT1MM_VulcanusVsVulcanus,NanoMart,nanomart_1v1,MMT1x1 -> MMT1x1,1v1,12,defender,16.070698,17,defender,33.922485,33.922485,out_vulcanus_dealer_bias_minus6_5,FAIL,,att->def [t=566.66*(6.152*1)*1/(21.805*5*0.992)*1*1/sqrt(1)=32.233]; def->att [t=566.66*(4.341*1)*1/(30.86*5*0.992)*1*1/sqrt(1)=16.0707]
NanoMart_1v1_T2InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT2x1 -> InfT1x1,1v1,"[175,177]",attacker,178.488046,179,attacker,1.413662,1.413662,out_nanomart_nonT1_tier,PASS,,att->def [t=12.524*(4*6)*1/(2.044*2*1.104)*2.68*1/sqrt(1)=178.488]; def->att [t=12.524*(5.01*7)*0.88/(1.02*1*1.03333)*1*0.996/sqrt(1)=365.242]
NanoMart_1v1_T2InfvT2Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT2x1 -> InfT2x1,1v1,"[265,267]",attacker,244.711865,245,defender,-8.003058,8.003058,out_nanomart_nonT1_tier,FAIL,winner_mismatch,att->def [t=12.524*(5*7)*1/(2.044*2*1.104)*2.68*0.996/sqrt(1)=259.254]; def->att [t=12.524*(5.01*7)*0.88/(2.04*2*1.03333)*2.68*0.996/sqrt(1)=244.712]
NanoMart_1v1_T3InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT3x1 -> InfT1x1,1v1,126,attacker,127.960833,128,attacker,1.556216,1.556216,out_nanomart_nonT1_tier,PASS,,att->def [t=12.524*(4*6)*1/(3.066*3*1.104)*4.323*1/sqrt(1)=127.961]; def->att [t=12.524*(6.012*8)*0.88/(1.02*1*1.03333)*1*0.904/sqrt(1)=454.635]
NanoMart_1v1_T3InfvT3Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT3x1 -> InfT3x1,1v1,"[265,267]",attacker,218.376165,219,defender,-17.903697,17.903697,out_nanomart_nonT1_tier,FAIL,winner_mismatch,att->def [t=12.524*(6*8)*1/(3.066*3*1.104)*4.323*0.904/sqrt(1)=231.353]; def->att [t=12.524*(6.012*8)*0.88/(3.06*3*1.03333)*4.323*0.904/sqrt(1)=218.376]
NanoMart_1v1_T4InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT4x1 -> InfT1x1,1v1,96,attacker,97.968625,98,attacker,2.050651,2.050651,out_nanomart_nonT1_tier,PASS,,att->def [t=12.524*(4*6)*1/(4.088*4*1.104)*5.884*1/sqrt(1)=97.9686]; def->att [t=12.524*(7.014*9)*0.88/(1.02*1*1.03333)*1*0.795/sqrt(1)=524.76]
NanoMart_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT5x1 -> InfT1x1,1v1,"[79,81]",attacker,104.332923,105,attacker,30.416153,30.416153,out_nanomart_nonT1_tier,FAIL,,att->def [t=12.524*(4*6)*1/(5.11*5*1.104)*9.791*1/sqrt(1)=104.333]; def->att [t=12.524*(8.016*10)*0.88/(1.02*1*1.03333)*1*0.77/sqrt(1)=645.407]
NanoMart_1v1_T6InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT4x1 -> InfT1x1,1v1,96,attacker,97.968625,98,attacker,2.050651,2.050651,out_nanomart_nonT1_tier,PASS,,att->def [t=12.524*(4*6)*1/(4.088*4*1.104)*5.884*1/sqrt(1)=97.9686]; def->att [t=12.524*(7.014*9)*0.88/(1.02*1*1.03333)*1*0.795/sqrt(1)=524.76]
NanoMart_1v1_T6InfvT6Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT6x1 -> InfT6x1,1v1,264,attacker,234.679488,235,defender,-11.106255,11.106255,out_nanomart_nonT1_tier,FAIL,winner_mismatch,att->def [t=12.524*(9*11)*1/(6.132*6*1.104)*10.889*0.748/sqrt(1)=248.625]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(1)=234.679]
NanoMart_1v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x1 -> InfT1x2,1v2,192,defender,177.807095,178,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=266.4]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(2)=177.807]
NanoMart_1v2_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x1 -> LanT1x2,1v2,"[61,63]",defender,59.387715,60,defender,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=22.43*(2*2)*1/(1.022*1*1.104)*1*1/sqrt(1)=79.5187]; def->att [t=83.6605*(4.008*6)*0.88/(4.08*5*1.03333)*1*1/sqrt(2)=59.3877]
NanoMart_1v2_T1LanvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,LanT1x1 -> InfT1x2,1v2,"[55,57]",defender,53.074272,54,defender,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=83.6605*(4*6)*1/(4.088*5*1.104)*1*1/sqrt(1)=88.9778]; def->att [t=22.43*(2.004*2)*0.88/(1.02*1*1.03333)*1*1/sqrt(2)=53.0743]
NanoMart_1v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,LanT1x1 -> LanT1x2,1v2,"[19,21]",defender,17.726851,18,defender,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=149.833*(2*2)*1/(4.088*5*1.104)*1*1/sqrt(1)=26.5593]; def->att [t=149.833*(2.004*2)*0.88/(4.08*5*1.03333)*1*1/sqrt(2)=17.7269]
NanoMart_1v2_T1MMvT1MM_VulcanusVsVulcanus,NanoMart,nanomart_multicount,MMT1x1 -> MMT1x2,1v2,"[7,9]",defender,11.363700,12,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=566.66*(6.152*1)*1/(21.805*5*0.992)*1*1/sqrt(1)=32.233]; def->att [t=566.66*(4.341*1)*1/(30.86*5*0.992)*1*1/sqrt(2)=11.3637]
NanoMart_200_NoHero,NanoMart,nanomart_multicount,InfT6x200 -> InfT6x200,200v200,,attacker,19.408834,20,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1)*10.889*0.748/sqrt(200)=19.4088]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_200_SeoYoonlvl3,NanoMart,nanomart_multicount,InfT6x200 -> InfT6x200,200v200,,attacker,16.877247,17,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.15)*10.889*0.748/sqrt(200)=16.8772]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_200_Vulcanus,NanoMart,nanomart_multicount,InfT6x200 -> InfT6x200,200v200,"[379,381]",defender,16.594346,17,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*0.96)*10.889*0.748/sqrt(200)=20.2175]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(200)=16.5943]
NanoMart_250_NoHero,NanoMart,nanomart_multicount,InfT6x250 -> InfT6x200,250v200,,attacker,17.359789,18,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1)*10.889*0.748/sqrt(250)=17.3598]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_250_SeoYoonlvl3,NanoMart,nanomart_multicount,InfT6x250 -> InfT6x200,250v200,,attacker,15.095469,16,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.15)*10.889*0.748/sqrt(250)=15.0955]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_250_Vulcanus,NanoMart,nanomart_multicount,InfT6x250 -> InfT6x200,250v200,"[355,357]",attacker,16.594346,17,defender,,,out_nanomart_multicount_winner_only,FAIL,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*0.96)*10.889*0.748/sqrt(250)=18.0831]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(200)=16.5943]
NanoMart_2v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x2 -> InfT1x1,2v1,186,attacker,188.373295,189,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(2)=188.373]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_2v1_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x2 -> LanT1x1,2v1,"[55,57]",attacker,56.228215,57,attacker,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=22.43*(2*2)*1/(1.022*1*1.104)*1*1/sqrt(2)=56.2282]; def->att [t=83.6605*(4.008*6)*0.88/(4.08*5*1.03333)*1*1/sqrt(1)=83.9869]
NanoMart_2v1_T1LanvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,LanT1x2 -> InfT1x1,2v1,"[61,63]",attacker,62.916835,63,attacker,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=83.6605*(4*6)*1/(4.088*5*1.104)*1*1/sqrt(2)=62.9168]; def->att [t=22.43*(2.004*2)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=75.0584]
NanoMart_2v1_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,LanT1x2 -> LanT1x1,2v1,"[19,21]",attacker,18.780270,19,attacker,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=149.833*(2*2)*1/(4.088*5*1.104)*1*1/sqrt(2)=18.7803]; def->att [t=149.833*(2.004*2)*0.88/(4.08*5*1.03333)*1*1/sqrt(1)=25.0696]
NanoMart_2v1_T1LanvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,LanT1x2 -> MMT1x1,2v1,6,defender,3.706532,4,defender,,,out_nanomart_multicount_winner_only,PASS,factorized_K;winner_only,att->def [t=488.71*(6.152*1)*1/(4.088*5*1.104)*1*1/sqrt(2)=94.2112]; def->att [t=167.557*(2.004*2)*0.88/(30.86*5*1.03333)*1*1/sqrt(1)=3.70653]
NanoMart_2v1_T1MMvT1MM_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,MMT1x2 -> MMT1x1,2v1,"[7,9]",defender,5.142623,6,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=566.66*(6.152*1)*1/(7.335*5*1.104)*1*1/sqrt(2)=60.8814]; def->att [t=566.66*(1.447*1)*1/(30.86*5*1.03333)*1*1/sqrt(1)=5.14262]
NanoMart_300_NoHero,NanoMart,nanomart_multicount,InfT6x300 -> InfT6x200,300v200,,attacker,15.847247,16,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1)*10.889*0.748/sqrt(300)=15.8472]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_300_SeoYoonlvl3,NanoMart,nanomart_multicount,InfT6x300 -> InfT6x200,300v200,,attacker,13.780215,14,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*1.15)*10.889*0.748/sqrt(300)=13.7802]; def->att [t=12.524*(9.018*11)*1/(6.12*6*1)*10.889*0.748/sqrt(200)=19.4858]
NanoMart_300_Vulcanus,NanoMart,nanomart_multicount,InfT6x300 -> InfT6x200,300v200,"[295,297]",attacker,16.507549,17,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(9*11)*1/(6.132*6*0.96)*10.889*0.748/sqrt(300)=16.5075]; def->att [t=12.524*(9.018*11)*0.88/(6.12*6*1.03333)*10.889*0.748/sqrt(200)=16.5943]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+10D+10H_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[244,246]",defender,228.597459,229,defender,-6.694915,6.694915,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.4*6.6)*1/(1.124*1.1*1.104)*1*1/sqrt(1)=266.447]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1.1*1.03333)*1*1/sqrt(1)=228.597]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[241,243]",defender,226.178438,227,defender,-6.537835,6.537835,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.9*6.6)*1/(1.124*1.1*1.104)*1*1/sqrt(1)=296.726]; def->att [t=12.524*(4.008*6)*0.88/(1.134*1*1.03333)*1*1/sqrt(1)=226.178]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[265,267]",attacker,251.685587,252,defender,-5.381358,5.381358,in_nanomart_seoyoon_dealer,FAIL,winner_mismatch,att->def [t=12.524*(4.9*6)*1/(1.135*1.1*1.104)*1*1/sqrt(1)=267.136]; def->att [t=12.524*(4.46*6)*0.88/(1.134*1*1.03333)*1*1/sqrt(1)=251.686]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[262,264]",attacker,251.457205,252,defender,-4.388896,4.388896,in_nanomart_seoyoon_dealer,FAIL,winner_mismatch,att->def [t=12.524*(4.4*6.6)*1/(1.124*1.1*1.104)*1*1/sqrt(1)=266.447]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[241,243]",defender,226.178438,227,defender,-6.537835,6.537835,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.9*6)*1/(1.022*1.1*1.104)*1*1/sqrt(1)=296.673]; def->att [t=12.524*(4.008*6)*0.88/(1.134*1*1.03333)*1*1/sqrt(1)=226.178]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[268,270]",defender,251.457205,252,defender,-6.521485,6.521485,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.4*6.6)*1/(1.022*1.1*1.104)*1*1/sqrt(1)=293.04]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[262,264]",attacker,251.457205,252,defender,-4.388896,4.388896,in_nanomart_seoyoon_dealer,FAIL,winner_mismatch,att->def [t=12.524*(4.4*6)*1/(1.022*1.1*1.104)*1*1/sqrt(1)=266.4]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+10D_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[241,243]",defender,226.178438,227,defender,-6.537835,6.537835,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.456*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=296.77]; def->att [t=12.524*(4.008*6)*0.88/(1.134*1*1.03333)*1*1/sqrt(1)=226.178]
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[241,243]",defender,226.178438,227,defender,-6.537835,6.537835,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.9*6.606)*1/(1.022*1*1.104)*1*1/sqrt(1)=359.3]; def->att [t=12.524*(4.008*6)*0.88/(1.134*1*1.03333)*1*1/sqrt(1)=226.178]
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[241,243]",defender,226.178438,227,defender,-6.537835,6.537835,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.9*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=326.34]; def->att [t=12.524*(4.008*6)*0.88/(1.134*1*1.03333)*1*1/sqrt(1)=226.178]
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10D_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[268,270]",defender,251.457205,252,defender,-6.521485,6.521485,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4.4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=293.04]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[262,264]",defender,251.457205,252,attacker,-4.388896,4.388896,in_nanomart_seoyoon_dealer,FAIL,winner_mismatch,att->def [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]; def->att [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=266.4]
NanoMart_SetA_1v1_T3InfvT2Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT3x1 -> InfT2x1,1v1,"[187,189]",attacker,185.863109,186,attacker,-1.136644,1.136644,out_nanomart_nonT1_tier,PASS,,att->def [t=12.524*(5*7)*1/(3.066*3*1.104)*4.323*0.996/sqrt(1)=185.863]; def->att [t=12.524*(6.012*8)*0.88/(2.04*2*1.03333)*2.68*0.904/sqrt(1)=304.605]
NanoMart_SetA_1v1_T4InfvT2Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT4x1 -> InfT2x1,1v1,"[142,144]",attacker,142.299428,143,attacker,-0.489911,0.489911,out_nanomart_nonT1_tier,PASS,ceil_exact_or_in_band,att->def [t=12.524*(5*7)*1/(4.088*4*1.104)*5.884*0.996/sqrt(1)=142.299]; def->att [t=12.524*(7.014*9)*0.88/(2.04*2*1.03333)*2.68*0.795/sqrt(1)=351.589]
NanoMart_SetA_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT5x1 -> InfT1x1,1v1,"[79,81]",attacker,104.332923,105,attacker,30.416153,30.416153,out_nanomart_nonT1_tier,FAIL,,att->def [t=12.524*(4*6)*1/(5.11*5*1.104)*9.791*1/sqrt(1)=104.333]; def->att [t=12.524*(8.016*10)*0.88/(1.02*1*1.03333)*1*0.77/sqrt(1)=645.407]
NanoMart_SetA_1v1_T5InfvT2Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT5x1 -> InfT2x1,1v1,"[118,120]",attacker,151.543570,152,attacker,27.347538,27.347538,out_nanomart_nonT1_tier,FAIL,,att->def [t=12.524*(5*7)*1/(5.11*5*1.104)*9.791*0.996/sqrt(1)=151.544]; def->att [t=12.524*(8.016*10)*0.88/(2.04*2*1.03333)*2.68*0.77/sqrt(1)=432.423]
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_1v1,InfT6x1 -> InfT2x1,1v1,"[100,102]",attacker,117.040446,118,attacker,15.881630,15.881630,out_nanomart_nonT1_tier,FAIL,,att->def [t=12.524*(5*7)*1/(6.132*6*1.104)*10.889*0.996/sqrt(1)=117.04]; def->att [t=12.524*(9.018*11)*0.88/(2.04*2*1.03333)*2.68*0.748/sqrt(1)=519.834]
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus_Duplicate2,NanoMart,nanomart_1v1,InfT6x1 -> InfT2x1,1v1,"[100,102]",attacker,117.040446,118,attacker,15.881630,15.881630,out_nanomart_nonT1_tier,FAIL,,att->def [t=12.524*(5*7)*1/(6.132*6*1.104)*10.889*0.996/sqrt(1)=117.04]; def->att [t=12.524*(9.018*11)*0.88/(2.04*2*1.03333)*2.68*0.748/sqrt(1)=519.834]
NanoMart_SetB_1v1_T1InfvT1Inf_NoAttackerHero_Vulcanus,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[268,270]",defender,251.457205,252,defender,-6.521485,6.521485,out_vulcanus_dealer_bias_minus6_5,PASS,,att->def [t=12.524*(4*6)*1/(1.022*1*0.96)*1*1/sqrt(1)=306.36]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
NanoMart_SetB_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,NanoMart,nanomart_1v1,InfT1x1 -> InfT1x1,1v1,"[262,264]",defender,251.457205,252,attacker,-4.388896,4.388896,in_nanomart_seoyoon_dealer,FAIL,winner_mismatch,att->def [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]; def->att [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=266.4]
NanoMart_SetB_1v1_T1LanvT1Lan_NoAttackerHero_Vulcanus,NanoMart,nanomart_1v1,LanT1x1 -> LanT1x1,1v1,"[28,30]",defender,25.069552,26,defender,-13.553267,13.553267,out_factorized_K_pm15,PASS,factorized_K,att->def [t=149.833*(2*2)*1/(4.088*5*0.96)*1*1/sqrt(1)=30.5432]; def->att [t=149.833*(2.004*2)*0.88/(4.08*5*1.03333)*1*1/sqrt(1)=25.0696]
