id,folder,instrument,matchup,N_vs_N,observed,actual_winner,attacker_clock,defender_clock,predicted_winner,predicted,actual_branch_predicted,pcterr,abs_pcterr,band_edge_pcterr,time_result,winner_classification,clock_gap_pct,alpaca_bound_branch,domain_class,verdict,flags,arithmetic
ColonelMuller_2v2_T1Inf+T1MMvT1Inf+T1MM_Gatot+NoMMHero_Gatot+Vulcanus_20260713_112159,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+MMT1x1[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],2v2,35,defender,capped,35.000000,defender,35.000000,35.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor,front=33; backline_end=[35]; final=35
MuellerAlpaca_2v2_2T1InfvFC1T1Inf_FC1T1MM_GatotvGatot_Vulcanus_20260713_112652,MuellerAlpaca_Gatot_2v2,composition,InfT1x2[gatot] vs InfT1x1+MMT1x1[gatot+vulcanus],2v2,90,defender,capped,90.000000,defender,90.000000,90.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;lh_panel_uncaptured,front ladder=33+0*54+57=90
manual_ladder_n3_inf,MuellerAlpaca_Gatot_2v2,composition,InfT1x3[] vs InfT1x1+MMT1x1[gatot+vulcanus],3v2,144,defender,capped,144.000000,defender,144.000000,144.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front ladder=33+1*54+57=144
manual_ladder_n4_inf,MuellerAlpaca_Gatot_2v2,composition,InfT1x4[] vs InfT1x1+MMT1x1[gatot+vulcanus],4v2,198,defender,capped,198.000000,defender,198.000000,198.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front ladder=33+2*54+57=198
manual_ladder_n5_inf,MuellerAlpaca_Gatot_2v2,composition,InfT1x5[] vs InfT1x1+MMT1x1[gatot+vulcanus],5v2,252,defender,capped,252.000000,defender,252.000000,252.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front ladder=33+3*54+57=252
manual_mixed_1_infantry_10_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x10[] vs InfT1x1+MMT1x1[gatot+vulcanus],11v2,47,defender,capped,47.000000,defender,47.000000,47.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front=33; backline_end=[47]; final=47
manual_mixed_1_infantry_2_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x2[] vs InfT1x1+MMT1x1[gatot+vulcanus],3v2,36,defender,capped,36.000000,defender,36.000000,36.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front=33; backline_end=[36]; final=36
manual_mixed_1_infantry_3_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x3[] vs InfT1x1+MMT1x1[gatot+vulcanus],4v2,37,defender,capped,37.000000,defender,37.000000,37.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front=33; backline_end=[37]; final=37
manual_mixed_1_infantry_4_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x4[] vs InfT1x1+MMT1x1[gatot+vulcanus],5v2,39,defender,capped,39.000000,defender,39.000000,39.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front=33; backline_end=[39]; final=39
manual_mixed_1_infantry_5_lancer,MuellerAlpaca_Gatot_2v2,composition,InfT1x1+LanT1x5[] vs InfT1x1+MMT1x1[gatot+vulcanus],6v2,40,defender,capped,40.000000,defender,40.000000,40.000000,0.000000,0.000000,0.000000,CEIL_HIT,CORRECT,inf,N/A,in_composition_anchor,PASS,composition_anchor;manual_no_panel_captured;manual_tier_assumed_T1,front=33; backline_end=[40]; final=40
manual_mixed_2_naked_infantry,MuellerAlpaca_Gatot_2v2,composition,InfT1x2[] vs InfT1x1+MMT1x1[gatot+vulcanus],2v2,,defender,unmeasured,unmeasured,ABSTAIN,unmeasured,unmeasured,,,,WINNER_ONLY,ABSTAIN,,N/A,out_composition_no_front_anchor,ABSTAIN,composition_anchor;composition_no_front_anchor;manual_no_panel_captured;manual_tier_assumed_T1,No measured Gatot-Infantry front anchor
manual_mixed_3_naked_marksman,MuellerAlpaca_Gatot_2v2,composition,MMT1x3[] vs InfT1x1+MMT1x1[gatot+vulcanus],3v2,,defender,unmeasured,unmeasured,ABSTAIN,unmeasured,unmeasured,,,,WINNER_ONLY,ABSTAIN,,N/A,out_composition_no_front_anchor,ABSTAIN,composition_anchor;composition_no_front_anchor;manual_no_panel_captured;manual_tier_assumed_T1,No measured Gatot-Infantry front anchor
MuellerAlpaca_v4_R01_1v1_T1LanvFC1T1Inf_AttLanA+179.1D+160.2L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233158,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,37,defender,capped,36.728101,defender,36.728101,36.728101,-0.734863,0.734863,-0.734863,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.3698=1.3698; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(5.204*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=36.7281; target_count=1; total=36.728101]
MuellerAlpaca_v4_R02_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+214.5L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233303,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,44,defender,capped,44.392727,defender,44.392727,44.392727,0.892562,0.892562,0.892562,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.6363=1.6363; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(6.29*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=44.3927; target_count=1; total=44.392727]
MuellerAlpaca_v4_R03_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+214.5L+105.3H+125.8_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233326,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,49,defender,capped,49.476199,defender,49.476199,49.476199,0.971834,0.971834,0.971834,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.6363=1.6363; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(6.29*4.516)*1/(6.141*2.097*1)*1*1/sqrt(1)=49.4762; target_count=1; total=49.476199]
MuellerAlpaca_v4_R04_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+214.5L+105.3H+151.0_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233403,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,55,defender,capped,54.997900,defender,54.997900,54.997900,-0.003818,0.003818,-0.003818,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.6363=1.6363; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(6.29*5.02)*1/(6.141*2.097*1)*1*1/sqrt(1)=54.9979; target_count=1; total=54.997900]
MuellerAlpaca_v4_R05_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233503,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,40,defender,capped,40.038828,defender,40.038828,40.038828,0.097071,0.097071,0.097071,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.47663=2.47663; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(3.224*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=40.0388; target_count=1; total=40.038828]
MuellerAlpaca_v4_R06_1v1_T1MMvFC1T1Inf_AttMMA+179.1D+165.2L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233441,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,33,defender,capped,32.935165,defender,32.935165,32.935165,-0.196469,0.196469,-0.196469,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.05539=2.05539; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(2.652*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=32.9352; target_count=1; total=32.935165]
MuellerAlpaca_v4_R07_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233503,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,40,defender,capped,40.038828,defender,40.038828,40.038828,0.097071,0.097071,0.097071,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.47663=2.47663; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(3.224*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=40.0388; target_count=1; total=40.038828]
MuellerAlpaca_v4_R08_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+122.9_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_233900,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,41,defender,capped,40.826417,defender,40.826417,40.826417,-0.423372,0.423372,-0.423372,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.47663=2.47663; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(3.224*2.229)*1/(6.141*2.097*1)*1*1/sqrt(1)=40.8264; target_count=1; total=40.826417]
MuellerAlpaca_v4_R09_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+222.4L+121.2H+183.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234044,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,52,defender,capped,51.944244,defender,51.944244,51.944244,-0.107223,0.107223,-0.107223,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.47663=2.47663; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(3.224*2.836)*1/(6.141*2.097*1)*1*1/sqrt(1)=51.9442; target_count=1; total=51.944244]
MuellerAlpaca_v4_R10_1v1_T1MMvFC1T1Inf_AttMMA+179.1D+167.7L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234345,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,33,defender,capped,33.245640,defender,33.245640,33.245640,0.744364,0.744364,0.744364,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.05539=2.05539; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(2.677*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=33.2456; target_count=1; total=33.245640]
MuellerAlpaca_v4_R11_1v1_T1LanvFC1T1Inf_AttLanA+179.1D+162.7L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234350,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,37,defender,capped,37.080984,defender,37.080984,37.080984,0.218876,0.218876,0.218876,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.3698=1.3698; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(5.254*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=37.081; target_count=1; total=37.080984]
MuellerAlpaca_v4_R12_1v1_T1LanvFC1T1Inf_AttLanA+179.1D+169.2L+105.3H+102.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234423,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,38,defender,capped,37.998481,defender,37.998481,37.998481,-0.003998,0.003998,-0.003998,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.3698=1.3698; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(5.384*4.052)*1/(6.141*2.097*1)*1*1/sqrt(1)=37.9985; target_count=1; total=37.998481]
MuellerAlpaca_v4_R13_1v1_T1MMvFC1T1Inf_AttMMA+179.1D+174.2L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234429,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,34,defender,capped,34.052874,defender,34.052874,34.052874,0.155513,0.155513,0.155513,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.05539=2.05539; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(2.742*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=34.0529; target_count=1; total=34.052874]
MuellerAlpaca_v4_R14_1v1_T1LanvFC1T1Inf_AttLanA+233.4D+223.5L+105.3H+151.0_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234459,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,LanT1x1[] vs InfT1x1[gatot],1v1,56,defender,capped,56.571767,defender,56.571767,56.571767,1.021012,1.021012,1.021012,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,factorized_K;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.6363=1.6363; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 22.43*(6.47*5.02)*1/(6.141*2.097*1)*1*1/sqrt(1)=56.5718; target_count=1; total=56.571767]
MuellerAlpaca_v4_R15_1v1_T1MMvFC1T1Inf_AttMMA+236.3D+231.4L+121.2H+118.6_DefInfA+514.1D+506.9L+109.7H+109.3_NoAttackerHero_Gatotlvl1_20260712_234502,MuellerAlpaca_Gatot_v4,gatot_alpaca_bound,MMT1x1[] vs InfT1x1[gatot],1v1,41,defender,capped,41.156538,defender,41.156538,41.156538,0.381799,0.381799,0.381799,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*2.47663=2.47663; B>=6.3; pool=24.276*12.558=304.858; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 73.16*(3.314*2.186)*1/(6.141*2.097*1)*1*1/sqrt(1)=41.1565; target_count=1; total=41.156538]
MuellerAlpaca_v5_R01_1v1_T2InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012528,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT2x1[] vs InfT1x1[gatot],1v1,182,defender,capped,182.073900,defender,182.073900,182.073900,0.040604,0.040604,0.040604,WITHIN_10PCT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*1.88979=1.88979; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 12.524*(13.985*14.609)*1/(6.371*2.197*1)*1*0.996/sqrt(1)=182.074; target_count=1; total=182.073900]
MuellerAlpaca_v5_R02_1v1_T4InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012619,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT4x1[] vs InfT1x1[gatot],1v1,332,defender,unmeasured,332.183019,ABSTAIN,unmeasured,332.183019,0.055126,0.055126,0.055126,WITHIN_10PCT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*7.55914=7.55914; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(22.376*20.87)*1/(6.371*2.197*1)*1*0.795/sqrt(1)=332.183; target_count=1; total=332.183019]
MuellerAlpaca_v5_R03_1v1_T5InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012641,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT5x1[] vs InfT1x1[gatot],1v1,398,defender,unmeasured,398.149553,ABSTAIN,unmeasured,398.149553,0.037576,0.037576,0.037576,WITHIN_10PCT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*14.1734=14.1734; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(25.173*22.957)*1/(6.371*2.197*1)*1*0.77/sqrt(1)=398.15; target_count=1; total=398.149553]
MuellerAlpaca_v5_R04_1v1_T6InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012651,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT6x1[] vs InfT1x1[gatot],1v1,469,defender,unmeasured,468.816789,ABSTAIN,unmeasured,468.816789,-0.039064,0.039064,-0.039064,CEIL_HIT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*19.8428=19.8428; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(27.97*25.044)*1/(6.371*2.197*1)*1*0.748/sqrt(1)=468.817; target_count=1; total=468.816789]
MuellerAlpaca_v5_R05_1v1_T3InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012912,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT3x1[] vs InfT1x1[gatot],1v1,255,defender,capped,254.966136,defender,254.966136,254.966136,-0.013280,0.013280,-0.013280,CEIL_HIT,ABSTAIN,inf,ASSUME_CAPPED->defender:CORRECT:guaranteed_by_B>=6.3,out_gatot_alpaca_bound_abstain,ABSTAIN,base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*4.25202=4.25202; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=True; target_count=1; total=capped]; defender clock [plain: 12.524*(16.782*18.783)*1/(6.371*2.197*1)*1*0.904/sqrt(1)=254.966; target_count=1; total=254.966136]
MuellerAlpaca_v5_R06_1v1_T7InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012716,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT7x1[] vs InfT1x1[gatot],1v1,554,defender,unmeasured,554.192004,ABSTAIN,unmeasured,554.192004,0.034658,0.034658,0.034658,WITHIN_10PCT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,G_w_extrapolated;base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*26.457=26.457; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(30.767*27.131)*1/(6.371*2.197*1)*1*0.742/sqrt(1)=554.192; target_count=1; total=554.192004]
MuellerAlpaca_v5_R07_1v1_T8InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012721,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT8x1[] vs InfT1x1[gatot],1v1,653,defender,unmeasured,652.833647,ABSTAIN,unmeasured,652.833647,-0.025475,0.025475,-0.025475,CEIL_HIT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,G_w_extrapolated;base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*34.0161=34.0161; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(33.564*29.218)*1/(6.371*2.197*1)*1*0.744/sqrt(1)=652.834; target_count=1; total=652.833647]
MuellerAlpaca_v5_R08_1v1_T9InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012734,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT9x1[] vs InfT1x1[gatot],1v1,771,defender,unmeasured,770.993654,ABSTAIN,unmeasured,770.993654,-0.000823,0.000823,-0.000823,CEIL_HIT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,G_w_extrapolated;base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*42.5202=42.5202; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(36.361*31.305)*1/(6.371*2.197*1)*1*0.757/sqrt(1)=770.994; target_count=1; total=770.993654]
MuellerAlpaca_v5_R09_1v1_T10InfvFC1T1Inf_AttInfA+179.1D+179.7L+112.0H+108.7_DefInfA+537.1D+529.9L+119.7H+119.3_NoAttackerHero_Gatotlvl1_20260713_012738,MuellerAlpaca_Gatot_v5,gatot_alpaca_bound,InfT10x1[] vs InfT1x1[gatot],1v1,909,defender,unmeasured,909.053304,ABSTAIN,unmeasured,909.053304,0.005864,0.005864,0.005864,WITHIN_10PCT,ABSTAIN,,ASSUME_CAPPED->defender:CORRECT:conditional_cap_not_proven_by_bound,out_gatot_alpaca_bound_abstain,ABSTAIN,G_w_extrapolated;base_mismatch;gatot_budget_Alpaca;gatot_budget_bound_only,attacker clock [Gatot-B-bound: gross=1*51.9691=51.9691; B>=6.3; pool=25.196*13.158=331.529; guaranteed_cap=False; target_count=1; total=unmeasured]; defender clock [plain: 12.524*(39.158*33.392)*1/(6.371*2.197*1)*1*0.777/sqrt(1)=909.053; target_count=1; total=909.053304]
